Ligand,Mode,Vina_Affinity,CNN_Pose_Confidence,CNN_pKd
candidate_230,7,40.63,0.1135,4.493
candidate_230,8,24.9,0.1089,4.795
candidate_230,9,25.26,0.1036,4.988
candidate_231,1,-0.54,0.3817,5.166
candidate_231,2,8.13,0.3512,5.039
candidate_231,3,-7.72,0.3244,5.736
candidate_231,4,-8.41,0.3133,6.045
candidate_231,5,-7.89,0.313,5.864
candidate_231,6,-7.35,0.2999,6.052
candidate_231,7,-7.34,0.2777,5.964
candidate_231,8,13.14,0.2516,5.451
candidate_231,9,-5.44,0.2259,5.531
candidate_232,1,-7.26,0.2871,5.626
candidate_232,2,-7.48,0.2598,6.296
candidate_232,3,-7.42,0.2537,5.497
candidate_232,4,-7.36,0.1861,5.33
candidate_232,5,28.3,0.1715,4.875
candidate_232,6,-6.2,0.1697,5.395
candidate_232,7,-7.78,0.158,5.444
candidate_232,8,-7.19,0.1463,5.743
candidate_232,9,-7.9,0.1368,5.692
candidate_233,1,1.67,0.6216,5.399
candidate_233,2,4.12,0.5936,5.438
candidate_233,3,3.73,0.5907,4.889
candidate_233,4,7.4,0.5733,5.683
candidate_233,5,1.11,0.5719,4.661
candidate_233,6,-1.15,0.5671,5.008
candidate_233,7,2.76,0.5464,5.069
candidate_233,8,12.55,0.5175,5.477
candidate_233,9,21.32,0.5152,5.038
candidate_234,1,9.22,0.6202,6.398
candidate_234,2,10.18,0.6016,5.92
candidate_234,3,-0.59,0.587,6.482
candidate_234,4,-3.53,0.5867,5.592
candidate_234,5,8.66,0.5546,5.767
candidate_234,6,-0.44,0.549,6.948
candidate_234,7,7.51,0.5377,6.375
candidate_234,8,10.68,0.5285,5.869
candidate_234,9,4.14,0.4758,6.242
candidate_235,1,18.02,0.4904,5.384
candidate_235,2,13.65,0.3739,5.077
candidate_235,3,10.35,0.3389,5.127
candidate_235,4,-7.46,0.3278,6.119
candidate_235,5,4.96,0.2669,4.902
candidate_235,6,19.84,0.2343,4.726
candidate_235,7,11.61,0.2208,4.172
candidate_235,8,11.06,0.2045,4.836
candidate_235,9,3.97,0.1868,5.251
candidate_236,1,-7.38,0.8814,6.741
candidate_236,2,-7.5,0.7687,6.793
candidate_236,3,-7.28,0.7311,6.637
candidate_236,4,-7.43,0.639,6.633
candidate_236,5,42.01,0.5612,6.179
candidate_236,6,14.67,0.5578,5.478
candidate_236,7,9.16,0.5302,5.186
candidate_236,8,-8.16,0.5218,6.358
candidate_236,9,27.41,0.4849,5.989
candidate_237,1,-6.93,0.3344,6.732
candidate_237,2,7.55,0.2583,5.012
candidate_237,3,-7.44,0.233,5.231
candidate_237,4,-5.42,0.2111,6.308
candidate_237,5,-7.38,0.2045,6.066
candidate_237,6,22.03,0.2031,5.59
candidate_237,7,-6.52,0.1662,6.05
candidate_237,8,-7.07,0.1049,5.233
candidate_237,9,37.46,0.0998,5.673
candidate_238,1,9.65,0.455,5.526
candidate_238,2,19.02,0.3411,5.474
candidate_238,3,21.5,0.3206,5.147
candidate_238,4,29.36,0.2845,4.929
candidate_238,5,19.51,0.2621,4.985
candidate_238,6,20.23,0.201,4.835
candidate_238,7,7.86,0.1688,4.696
candidate_238,8,16.28,0.1491,5.452
candidate_238,9,50.94,0.1434,5.116
candidate_239,1,8.78,0.6065,5.846
candidate_239,2,-5.41,0.5777,6.147
candidate_239,3,-0.72,0.5493,5.167
candidate_239,4,-6.96,0.5478,6.886
candidate_239,5,6.63,0.5433,5.324
candidate_239,6,-7.02,0.5316,6.036
candidate_239,7,2.08,0.5005,5.828
candidate_239,8,4.17,0.4902,5.284
candidate_239,9,0.18,0.4806,5.69
candidate_24,1,7.1,0.4913,6.037
candidate_24,2,14.56,0.4639,5.258
candidate_24,3,8.25,0.4595,5.609
candidate_24,4,1.63,0.4352,5.778
candidate_24,5,13.55,0.387,5.392
candidate_24,6,21.39,0.3538,5.297
candidate_24,7,7.47,0.3376,5.697
candidate_24,8,12.92,0.2841,5.634
candidate_24,9,26.4,0.2679,5.053
candidate_240,1,13.73,0.5585,5.887
candidate_240,2,9.71,0.5124,5.052
candidate_240,3,12.14,0.4939,5.599
candidate_240,4,9.61,0.4356,5.411
candidate_240,5,9.17,0.4104,5.061
candidate_240,6,14.27,0.4103,4.44
candidate_240,7,19.9,0.3714,5.151
candidate_240,8,25.91,0.3704,6.018
candidate_240,9,7.02,0.358,5.109
candidate_241,1,-6.78,0.6075,6.526
candidate_241,2,8.91,0.4372,5.482
candidate_241,3,3.69,0.3334,5.388
candidate_241,4,15.12,0.3333,5.246
candidate_241,5,7.39,0.3158,5.465
candidate_241,6,20.93,0.2987,4.505
candidate_241,7,29.66,0.2628,5.913
candidate_241,8,7.05,0.2551,5.239
candidate_241,9,15.49,0.249,5.768
candidate_242,1,-1.26,0.8532,5.644
candidate_242,2,-1.79,0.571,5.016
candidate_242,3,10.67,0.4364,5.037
candidate_242,4,4.65,0.3885,5.349
candidate_242,5,107.02,0.3507,5.455
candidate_242,6,15.07,0.3502,5.085
candidate_242,7,23.16,0.3396,5.226
candidate_242,8,4.56,0.2375,5.228
candidate_242,9,11.04,0.2347,5.053
candidate_243,1,18.49,0.5106,5.39
candidate_243,2,-6.35,0.4629,6.982
candidate_243,3,-7.53,0.4058,6.75
candidate_243,4,-5.74,0.3568,6.42
candidate_243,5,-0.95,0.329,5.087
candidate_243,6,-7.08,0.2873,6.389
candidate_243,7,-7.35,0.2523,6.248
candidate_243,8,4.51,0.2223,5.371
candidate_243,9,22.6,0.2053,5.738
candidate_244,1,19.43,0.7425,6.073
candidate_244,2,18.54,0.7176,6.077
candidate_244,3,15.85,0.714,6.239
candidate_244,4,19.49,0.7133,6.035
candidate_244,5,16.19,0.7046,5.86
candidate_244,6,1.63,0.7005,5.748
candidate_244,7,4.93,0.6842,4.166
candidate_244,8,3.47,0.6788,4.962
candidate_244,9,4.4,0.6713,5.636
candidate_245,1,41.03,0.5713,5.843
candidate_245,2,13.57,0.5349,5.29
candidate_245,3,2.48,0.5203,5.152
candidate_245,4,7.56,0.4755,4.844
candidate_245,5,6.43,0.4682,4.819
candidate_245,6,8.29,0.4487,4.844
candidate_245,7,20.31,0.4034,4.57
candidate_245,8,-0.88,0.387,4.478
candidate_245,9,18.13,0.3835,4.77
candidate_246,1,-7.61,0.8856,7.72
candidate_246,2,-7.32,0.6967,7.602
candidate_246,3,7.96,0.5732,6.822
candidate_246,4,8.95,0.5714,6.847
candidate_246,5,29.01,0.4609,6.157
candidate_246,6,-6.68,0.4363,6.903
candidate_246,7,9.66,0.4109,5.29
candidate_246,8,23.28,0.3949,5.475
candidate_246,9,0.16,0.3802,5.853
candidate_247,1,-3.46,0.678,7.347
candidate_247,2,2.8,0.568,6.316
candidate_247,3,-0.82,0.5493,6.638
candidate_247,4,14.81,0.5087,5.651
candidate_247,5,6.14,0.5028,5.851
candidate_247,6,6.5,0.4616,5.702
candidate_247,7,3.99,0.4597,5.701
candidate_247,8,1.22,0.419,6.328
candidate_247,9,8.27,0.4076,5.601
candidate_248,1,-7.79,0.9234,7.204
candidate_248,2,-7.54,0.797,6.93
candidate_248,3,-8.67,0.7885,7.286
candidate_248,4,-8.3,0.7687,7.065
candidate_248,5,-6.74,0.716,6.747
candidate_248,6,25.04,0.6883,6.335
candidate_248,7,-8.22,0.6825,6.805
candidate_248,8,-7.96,0.6777,6.969
candidate_248,9,7.49,0.6549,6.626
candidate_249,1,3.97,0.6408,6.675
candidate_249,2,15.68,0.5822,5.199
candidate_249,3,15.53,0.5105,5.825
candidate_249,4,11.41,0.4885,5.925
candidate_249,5,5.45,0.4718,5.558
candidate_249,6,6.22,0.4688,5.761
candidate_249,7,18.85,0.455,5.407
candidate_249,8,12.98,0.4477,5.491
candidate_249,9,14.92,0.4418,4.773
candidate_25,1,11.81,0.5285,5.537
candidate_25,2,17.73,0.4847,5.527
candidate_25,3,11.52,0.4753,5.36
candidate_25,4,10.26,0.455,5.354
candidate_25,5,6.77,0.4462,5.638
candidate_25,6,3.5,0.3897,5.648
candidate_25,7,9.64,0.3621,5.484
candidate_25,8,24.54,0.3388,5.259
candidate_25,9,-8.08,0.2336,6.637
candidate_250,1,16.49,0.7376,6.28
candidate_250,2,16.76,0.7105,6.055
candidate_250,3,12.46,0.6899,4.983
candidate_250,4,13.83,0.6665,5.251
candidate_250,5,10.61,0.6523,5.292
candidate_250,6,2.45,0.629,5.465
candidate_250,7,4.79,0.6273,4.775
candidate_250,8,6.39,0.6184,6.372
candidate_250,9,5.55,0.6179,6.334
candidate_251,1,33.99,0.5399,6.192
candidate_251,2,7.98,0.3847,4.637
candidate_251,3,3.58,0.365,4.881
candidate_251,4,6.2,0.3468,4.846
candidate_251,5,4.9,0.3316,4.921
candidate_251,6,-7.59,0.3003,5.37
candidate_251,7,-7.38,0.3,5.276
candidate_251,8,-6.61,0.2764,4.883
candidate_251,9,21.62,0.2707,4.058
candidate_252,1,-8.02,0.9775,7.454
candidate_252,2,-7.72,0.9391,7.134
candidate_252,3,-7.48,0.8769,6.884
candidate_252,4,-7.09,0.6341,5.897
candidate_252,5,-6.93,0.6056,5.83
candidate_252,6,-6.9,0.5979,5.835
candidate_252,7,8.47,0.5732,6.397
candidate_252,8,-1.94,0.5573,5.744
candidate_252,9,41.05,0.5558,5.884
candidate_253,1,21.52,0.5822,5.536
candidate_253,2,19.48,0.5694,5.705
candidate_253,3,10.57,0.5166,4.669
candidate_253,4,7.07,0.5,5.011
candidate_253,5,23.78,0.4697,5.188
candidate_253,6,17.29,0.4694,4.663
candidate_253,7,7.91,0.4581,5.434
candidate_253,8,5.85,0.4453,5.031
candidate_253,9,10.95,0.4191,5.375
candidate_254,1,-6.67,0.468,6.588
candidate_254,2,13.0,0.345,5.202
candidate_254,3,9.24,0.3343,5.242
candidate_254,4,-7.41,0.3081,6.404
candidate_254,5,17.14,0.3007,5.619
candidate_254,6,2.96,0.2994,6.036
candidate_254,7,5.8,0.2893,5.163
candidate_254,8,6.49,0.2817,5.437
candidate_254,9,20.61,0.2512,5.26
candidate_255,1,50.0,0.6223,6.431
candidate_255,2,38.74,0.6084,6.509
candidate_255,3,-1.06,0.5675,5.675
candidate_255,4,2.98,0.5361,5.541
candidate_255,5,11.37,0.5332,5.615
candidate_255,6,2.68,0.4941,5.262
candidate_255,7,15.15,0.49,5.972
candidate_255,8,-1.02,0.4888,5.564
candidate_255,9,0.47,0.4838,5.731
candidate_256,1,21.07,0.6297,6.359
candidate_256,2,3.06,0.599,5.636
candidate_256,3,-0.94,0.5854,6.181
candidate_256,4,10.39,0.525,6.28
candidate_256,5,13.62,0.4969,5.908
candidate_256,6,11.88,0.4853,5.219
candidate_256,7,10.36,0.4792,5.094
candidate_256,8,-5.34,0.4732,5.782
candidate_256,9,8.89,0.4605,6.347
candidate_257,1,3.6,0.5208,4.732
candidate_257,2,11.18,0.4466,4.979
candidate_257,3,1.52,0.4282,5.392
candidate_257,4,2.9,0.4255,5.17
candidate_257,5,6.42,0.4127,5.197
candidate_257,6,-0.22,0.3905,5.288
candidate_257,7,13.88,0.3892,5.302
candidate_257,8,18.89,0.3545,4.845
candidate_257,9,-5.96,0.3195,5.674
candidate_258,1,-7.51,0.886,7.285
candidate_258,2,-1.17,0.6355,5.716
candidate_258,3,9.77,0.5963,6.492
candidate_258,4,2.84,0.5208,6.89
candidate_258,5,35.43,0.4885,5.742
candidate_258,6,6.26,0.481,4.961
candidate_258,7,12.39,0.463,5.745
candidate_258,8,5.3,0.4559,5.51
candidate_258,9,9.56,0.4265,5.451
candidate_259,1,7.83,0.6322,5.129
candidate_259,2,8.91,0.5995,5.287
candidate_259,3,-5.65,0.5753,6.089
candidate_259,4,11.38,0.5377,5.141
candidate_259,5,12.17,0.5135,5.266
candidate_259,6,3.15,0.4903,5.299
candidate_259,7,17.53,0.4691,4.643
candidate_259,8,13.05,0.462,5.048
candidate_259,9,16.71,0.4512,5.627
candidate_26,1,4.89,0.5056,6.315
candidate_26,2,11.04,0.4397,6.448
candidate_26,3,25.99,0.3337,6.551
candidate_26,4,11.42,0.3167,6.416
candidate_26,5,7.5,0.28,5.435
candidate_26,6,2.5,0.256,6.777
candidate_26,7,24.45,0.2035,5.145
candidate_26,8,-9.19,0.1967,6.321
candidate_26,9,4.33,0.1879,5.75
candidate_260,1,18.88,0.4698,4.371
candidate_260,2,12.76,0.4465,4.547
candidate_260,3,8.74,0.4018,4.735
candidate_260,4,13.57,0.3338,4.431
candidate_260,5,10.43,0.3246,4.834
candidate_260,6,6.88,0.2939,4.349
candidate_260,7,17.6,0.2828,4.971
candidate_260,8,12.34,0.2365,5.0
candidate_260,9,17.74,0.1932,4.331
candidate_261,1,-6.62,0.9133,7.61
candidate_261,2,11.53,0.5274,6.881
candidate_261,3,12.64,0.3934,5.611
candidate_261,4,15.39,0.3155,5.321
candidate_261,5,19.37,0.3004,5.423
candidate_261,6,13.42,0.2975,5.181
candidate_261,7,26.93,0.2672,5.532
candidate_261,8,8.61,0.2632,5.005
candidate_261,9,15.23,0.2417,4.952
candidate_262,1,21.42,0.5321,6.187
candidate_262,2,4.91,0.3145,5.315
candidate_262,3,7.74,0.2878,4.984
candidate_262,4,3.6,0.2363,4.972
candidate_262,5,28.75,0.205,5.523
candidate_262,6,52.67,0.1958,5.888
candidate_262,7,5.56,0.1558,4.849
candidate_262,8,8.06,0.1554,4.744
candidate_262,9,-6.42,0.1542,5.613
candidate_263,1,-2.28,0.6132,5.263
candidate_263,2,17.31,0.5454,6.532
candidate_263,3,12.83,0.5384,6.328
candidate_263,4,-1.62,0.4897,5.581
candidate_263,5,26.87,0.4811,6.367
candidate_263,6,-7.3,0.4659,6.115
candidate_263,7,24.3,0.4515,5.927
candidate_263,8,10.2,0.4408,5.323
candidate_263,9,-9.0,0.4311,6.19
candidate_264,1,15.05,0.3532,5.113
candidate_264,2,11.06,0.3422,5.494
candidate_264,3,16.41,0.3142,5.799
candidate_264,4,17.55,0.274,5.064
candidate_264,5,17.6,0.2464,4.662
candidate_264,6,-6.58,0.2264,5.566
candidate_264,7,5.85,0.2234,5.714
candidate_264,8,0.54,0.222,5.712
candidate_264,9,11.5,0.2038,5.495
candidate_265,1,-7.17,0.5151,6.712
candidate_265,2,20.2,0.5126,5.362
candidate_265,3,38.23,0.5084,5.904
candidate_265,4,10.18,0.4916,5.481
candidate_265,5,29.45,0.4762,6.478
candidate_265,6,8.03,0.3698,5.251
candidate_265,7,9.16,0.3572,5.64
candidate_265,8,10.45,0.3499,5.471
candidate_265,9,13.42,0.305,5.86
candidate_266,1,-7.66,0.714,6.798
candidate_266,2,7.57,0.5931,5.209
candidate_266,3,-7.14,0.5826,6.751
candidate_266,4,28.27,0.5755,4.996
candidate_266,5,10.19,0.5367,5.562
candidate_266,6,11.71,0.5342,5.029
candidate_266,7,30.11,0.5259,5.753
candidate_266,8,16.51,0.5253,5.017
candidate_266,9,2.13,0.4926,5.026
candidate_267,1,-2.46,0.7246,4.487
candidate_267,2,29.1,0.5334,5.124
candidate_267,3,29.03,0.5302,6.021
candidate_267,4,13.23,0.5019,5.545
candidate_267,5,21.77,0.4816,5.349
candidate_267,6,10.37,0.4642,4.868
candidate_267,7,13.46,0.3942,5.55
candidate_267,8,17.84,0.37,4.768
candidate_267,9,16.02,0.342,6.107
candidate_268,1,-8.34,0.8243,6.802
candidate_268,2,-8.84,0.8009,6.944
candidate_268,3,9.43,0.6548,6.28
candidate_268,4,4.83,0.6349,5.882
candidate_268,5,5.62,0.6167,5.689
candidate_268,6,2.97,0.613,5.789
candidate_268,7,16.74,0.5706,4.864
candidate_268,8,12.18,0.5663,5.686
candidate_268,9,-8.84,0.5589,6.658
candidate_269,1,-7.33,0.8345,6.549
candidate_269,2,-6.47,0.6498,6.419
candidate_269,3,-6.96,0.6158,6.614
candidate_269,4,6.07,0.4898,5.243
candidate_269,5,13.78,0.469,5.435
candidate_269,6,0.13,0.4531,5.674
candidate_269,7,-8.02,0.443,6.379
candidate_269,8,2.94,0.4015,5.508
candidate_269,9,-7.85,0.3889,6.182
candidate_27,1,-7.37,0.7877,6.949
candidate_27,2,-7.42,0.7749,7.066
candidate_27,3,12.66,0.5952,5.956
candidate_27,4,-5.25,0.5894,6.799
candidate_27,5,12.87,0.5866,5.491
candidate_27,6,11.63,0.5786,6.099
candidate_27,7,3.48,0.5415,6.604
candidate_27,8,14.09,0.5034,5.781
candidate_27,9,-6.86,0.5029,6.811
candidate_270,1,3.55,0.6198,5.318
candidate_270,2,0.48,0.5383,6.007
candidate_270,3,4.02,0.5324,5.161
candidate_270,4,4.33,0.5255,4.786
candidate_270,5,-5.49,0.4192,6.424
candidate_270,6,37.07,0.413,5.186
candidate_270,7,4.65,0.3677,5.013
candidate_270,8,16.02,0.3451,5.907
candidate_270,9,17.41,0.3435,4.514
candidate_271,1,-8.6,0.9164,7.49
candidate_271,2,-7.81,0.9034,7.435
candidate_271,3,-8.19,0.8098,7.462
candidate_271,4,-7.49,0.6337,6.985
candidate_271,5,19.46,0.6234,6.362
candidate_271,6,10.93,0.6151,6.779
candidate_271,7,-8.12,0.6037,7.156
candidate_271,8,-8.12,0.5974,6.942
candidate_271,9,2.48,0.5707,6.647
candidate_272,1,39.96,0.6472,7.558
candidate_272,2,-4.79,0.6286,6.743
candidate_272,3,12.64,0.6285,6.668
candidate_272,4,8.0,0.6129,6.578
candidate_272,5,15.21,0.598,6.325
candidate_272,6,96.06,0.585,7.52
candidate_272,7,9.17,0.5453,6.321
candidate_272,8,20.59,0.5433,6.499
candidate_272,9,10.18,0.5187,5.999
candidate_273,1,13.28,0.4258,5.348
candidate_273,2,18.99,0.341,5.632
candidate_273,3,19.16,0.3105,5.515
candidate_273,4,7.47,0.2931,5.392
candidate_273,5,-3.17,0.2574,5.658
candidate_273,6,22.8,0.2437,5.272
candidate_273,7,-7.74,0.2432,6.131
candidate_273,8,13.42,0.234,4.869
candidate_273,9,16.71,0.2182,5.525
candidate_274,1,-7.73,0.9277,7.391
candidate_274,2,-7.91,0.7352,7.146
candidate_274,3,1.0,0.6039,5.948
candidate_274,4,6.54,0.5842,5.965
candidate_274,5,16.44,0.5708,5.167
candidate_274,6,19.78,0.5644,5.927
candidate_274,7,19.5,0.5449,6.129
candidate_274,8,8.92,0.5407,5.143
candidate_274,9,12.93,0.515,5.08
candidate_275,1,2.45,0.6145,6.824
candidate_275,2,15.68,0.6102,6.641
candidate_275,3,2.82,0.5846,5.304
candidate_275,4,4.4,0.5762,6.119
candidate_275,5,6.0,0.5603,5.55
candidate_275,6,8.95,0.5482,4.544
candidate_275,7,5.72,0.5265,5.015
candidate_275,8,6.84,0.52,5.219
candidate_275,9,8.83,0.5115,5.458
candidate_276,1,16.31,0.6128,5.658
candidate_276,2,0.53,0.6109,6.143
candidate_276,3,6.57,0.5696,5.564
candidate_276,4,4.84,0.5264,5.687
candidate_276,5,8.82,0.4744,5.711
candidate_276,6,9.9,0.471,5.303
candidate_276,7,-1.8,0.4209,5.762
candidate_276,8,1.16,0.4083,5.495
candidate_276,9,-0.81,0.3908,5.639
candidate_277,1,-1.52,0.7377,5.176
candidate_277,2,5.25,0.5432,5.424
candidate_277,3,4.53,0.5365,5.625
candidate_277,4,-2.08,0.5148,4.762
candidate_277,5,15.38,0.4928,5.534
candidate_277,6,4.58,0.492,5.351
candidate_277,7,16.27,0.4772,5.468
candidate_277,8,14.64,0.4458,5.55
candidate_277,9,26.79,0.4422,5.047
candidate_278,1,-8.15,0.7375,5.973
candidate_278,2,-7.62,0.5959,6.202
candidate_278,3,-8.28,0.5677,5.7
candidate_278,4,5.04,0.5018,5.022
candidate_278,5,-8.25,0.4686,5.601
candidate_278,6,13.47,0.4405,4.872
candidate_278,7,-6.76,0.43,5.658
candidate_278,8,18.97,0.4295,5.07
candidate_278,9,3.8,0.4282,5.15
candidate_279,1,23.64,0.3597,5.778
candidate_279,2,5.55,0.244,5.066
candidate_279,3,11.59,0.2268,4.614
candidate_279,4,10.38,0.2251,4.441
candidate_279,5,-7.06,0.2212,6.153
candidate_279,6,10.8,0.1615,5.504
candidate_279,7,24.34,0.1591,4.839
candidate_279,8,20.7,0.1465,5.299
candidate_279,9,3.37,0.1412,4.736
candidate_28,1,-0.9,0.8492,4.951
candidate_28,2,-1.89,0.5835,5.691
candidate_28,3,55.51,0.5669,5.82
candidate_28,4,0.34,0.5594,5.578
candidate_28,5,36.43,0.5356,6.456
candidate_28,6,7.57,0.4875,5.049
candidate_28,7,2.42,0.4803,5.636
candidate_28,8,7.46,0.4681,5.703
candidate_28,9,13.16,0.4389,5.281
candidate_280,1,7.73,0.4948,5.166
candidate_280,2,-2.16,0.4678,5.54
candidate_280,3,63.85,0.4282,5.853
candidate_280,4,8.98,0.3372,5.269
candidate_280,5,11.35,0.3238,5.454
candidate_280,6,17.34,0.2686,5.182
candidate_280,7,4.65,0.2531,5.033
candidate_280,8,37.88,0.2323,5.937
candidate_280,9,17.24,0.2231,5.169
candidate_281,1,0.88,0.6215,5.707
candidate_281,2,3.92,0.6033,5.121
candidate_281,3,13.45,0.5975,5.201
candidate_281,4,11.63,0.5882,5.472
candidate_281,5,4.86,0.551,5.63
candidate_281,6,12.76,0.5378,5.332
candidate_281,7,18.47,0.527,5.874
candidate_281,8,4.13,0.5203,5.238
candidate_281,9,10.91,0.4811,5.92
candidate_282,1,-2.27,0.642,5.77
candidate_282,2,17.47,0.6379,5.337
candidate_282,3,-2.54,0.6267,5.867
candidate_282,4,4.77,0.6262,5.775
candidate_282,5,-3.04,0.6196,5.471
candidate_282,6,6.47,0.6093,5.577
candidate_282,7,6.8,0.6078,5.604
candidate_282,8,7.02,0.6015,5.403
candidate_282,9,0.49,0.5905,5.14
candidate_283,1,27.89,0.7167,7.092
candidate_283,2,17.68,0.5991,6.52
candidate_283,3,13.69,0.5652,5.018
candidate_283,4,15.63,0.543,6.206
candidate_283,5,11.74,0.528,6.184
candidate_283,6,28.82,0.5137,6.142
candidate_283,7,0.22,0.4863,6.234
candidate_283,8,14.77,0.4789,6.171
candidate_283,9,7.87,0.4394,5.917
candidate_284,1,13.08,0.6981,6.213
candidate_284,2,7.07,0.5106,5.547
candidate_284,3,9.57,0.4302,4.495
candidate_284,4,35.62,0.43,5.059
candidate_284,5,11.47,0.3888,4.953
candidate_284,6,14.51,0.3879,5.197
candidate_284,7,30.44,0.3625,5.521
candidate_284,8,19.01,0.3465,5.189
candidate_284,9,33.6,0.3099,5.442
candidate_285,1,9.43,0.3858,5.181
candidate_285,2,11.48,0.3314,5.525
candidate_285,3,26.53,0.3296,5.215
candidate_285,4,6.91,0.3107,5.505
candidate_285,5,9.88,0.2461,4.777
candidate_285,6,7.56,0.2425,5.268
candidate_285,7,17.0,0.2205,5.296
candidate_285,8,19.34,0.2148,4.647
candidate_285,9,17.25,0.2122,4.804
candidate_286,1,13.22,0.4784,5.152
candidate_286,2,23.43,0.4145,5.776
candidate_286,3,6.12,0.3839,5.486
candidate_286,4,-8.45,0.3342,5.995
candidate_286,5,9.76,0.3143,5.084
candidate_286,6,42.33,0.2623,5.369
candidate_286,7,7.34,0.2554,5.312
candidate_286,8,8.98,0.2466,5.337
candidate_286,9,15.84,0.2427,5.17
candidate_287,1,6.78,0.6418,6.188
candidate_287,2,13.47,0.6316,6.521
candidate_287,3,16.13,0.4929,6.06
candidate_287,4,13.03,0.4802,5.519
candidate_287,5,13.18,0.4659,5.687
candidate_287,6,-1.43,0.4251,5.677
candidate_287,7,5.9,0.4231,5.243
candidate_287,8,8.01,0.4032,5.053
candidate_287,9,4.99,0.3847,5.559
candidate_288,1,15.68,0.6337,5.375
candidate_288,2,16.18,0.5941,5.745
candidate_288,3,7.55,0.5548,5.527
candidate_288,4,10.15,0.5259,5.59
candidate_288,5,20.15,0.5248,6.129
candidate_288,6,-0.5,0.5179,5.346
candidate_288,7,2.82,0.5042,5.444
candidate_288,8,10.66,0.4805,5.168
candidate_288,9,6.36,0.4792,5.288
candidate_289,1,18.67,0.4816,5.226
candidate_289,2,21.77,0.4181,5.268
candidate_289,3,8.39,0.3988,5.445
candidate_289,4,9.87,0.3902,5.03
candidate_289,5,21.85,0.3727,5.552
candidate_289,6,14.77,0.3644,6.074
candidate_289,7,25.41,0.3574,5.186
candidate_289,8,11.29,0.3466,5.077
candidate_289,9,11.5,0.3386,5.771
candidate_29,1,19.15,0.7057,6.567
candidate_29,2,2.35,0.4976,5.656
candidate_29,3,13.65,0.4876,5.672
candidate_29,4,7.91,0.4669,6.048
candidate_29,5,20.28,0.4458,6.182
candidate_29,6,7.84,0.4422,5.528
candidate_29,7,-0.85,0.4318,6.005
candidate_29,8,9.03,0.4313,5.643
candidate_29,9,20.61,0.4214,5.747
candidate_290,1,32.77,0.6836,6.472
candidate_290,2,16.07,0.5498,6.49
candidate_290,3,25.8,0.4537,5.43
candidate_290,4,36.4,0.4289,6.302
candidate_290,5,30.66,0.4062,6.143
candidate_290,6,19.09,0.3179,5.855
candidate_290,7,66.86,0.2264,5.557
candidate_290,8,-8.14,0.1947,6.27
candidate_290,9,3.01,0.193,5.181
candidate_291,1,-7.33,0.4866,6.126
candidate_291,2,-7.0,0.3237,5.871
candidate_291,3,43.24,0.3073,5.637
candidate_291,4,-7.16,0.2387,5.726
candidate_291,5,-7.73,0.2242,5.338
candidate_291,6,-7.08,0.1864,5.199
candidate_291,7,-7.03,0.1312,5.301
candidate_291,8,22.2,0.1265,4.979
candidate_291,9,23.36,0.1201,4.745
candidate_292,1,12.18,0.7004,6.392
candidate_292,2,-7.53,0.6639,6.323
candidate_292,3,18.3,0.6537,5.387
candidate_292,4,-4.46,0.6482,6.371
candidate_292,5,-0.12,0.6464,5.832
candidate_292,6,10.77,0.6262,5.549
candidate_292,7,3.01,0.6215,5.436
candidate_292,8,12.62,0.603,6.39
candidate_292,9,25.54,0.5905,5.365
candidate_293,1,-1.1,0.8102,6.683
candidate_293,2,-1.15,0.5908,4.976
candidate_293,3,14.91,0.4608,5.177
candidate_293,4,2.79,0.3909,4.797
candidate_293,5,22.59,0.2918,4.992
candidate_293,6,4.63,0.2894,4.729
candidate_293,7,73.23,0.2805,4.868
candidate_293,8,18.91,0.2625,4.672
candidate_293,9,6.81,0.2594,4.78
candidate_294,1,15.83,0.7588,6.161
candidate_294,2,4.59,0.7255,5.973
candidate_294,3,-7.12,0.7254,6.28
candidate_294,4,23.75,0.6994,5.946
candidate_294,5,26.88,0.6956,5.768
candidate_294,6,-1.46,0.6918,5.918
candidate_294,7,-7.47,0.6851,5.809
candidate_294,8,1.5,0.6822,6.059
candidate_294,9,2.32,0.6769,5.571
candidate_295,1,-7.85,0.4805,5.967
candidate_295,2,5.09,0.4734,5.35
candidate_295,3,6.25,0.4462,4.674
candidate_295,4,12.74,0.369,5.279
candidate_295,5,-3.62,0.2928,5.665
candidate_295,6,9.36,0.2871,5.017
candidate_295,7,7.63,0.2865,4.589
candidate_295,8,13.79,0.286,4.643
candidate_295,9,-7.46,0.2856,5.339
candidate_296,1,11.03,0.6238,4.882
candidate_296,2,21.83,0.5867,6.425
candidate_296,3,35.35,0.5825,6.679
candidate_296,4,-2.35,0.5581,5.623
candidate_296,5,17.0,0.5474,5.283
candidate_296,6,37.12,0.546,6.189
candidate_296,7,-2.26,0.5434,5.922
candidate_296,8,10.81,0.5375,5.52
candidate_296,9,15.62,0.5303,5.147
candidate_297,1,-7.4,0.9141,7.41
candidate_297,2,-3.59,0.848,7.198
candidate_297,3,-7.69,0.8388,6.967
candidate_297,4,-4.79,0.7777,7.086
candidate_297,5,36.03,0.7432,6.728
candidate_297,6,-7.63,0.6889,6.664
candidate_297,7,20.93,0.6818,6.22
candidate_297,8,16.07,0.6591,6.427
candidate_297,9,20.77,0.6447,5.676
